posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
3935,09fbff23-3b27-4da6-9a75-ac7dd4c147f4,583446,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Outras Cidades Metropolitanas,0.39167863502737243,39.17,0,0,Baixa,Fluxo automatizado
3936,c481f15f-20c3-4a82-8986-f245282b6c98,598338,API,Google,Convertido em Lead,Não informado,Desempregado,Não informado,0.3913817043767399,39.14,0,0,Baixa,Fluxo automatizado
3937,4d11c3fd-c80e-4350-9851-7fc278cbf22c,614229,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.3913717817424615,39.14,0,0,Baixa,Fluxo automatizado
3938,60e020ce-9db3-4dfe-9525-06fde96c8bac,598171,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.3912668323713235,39.13,0,0,Baixa,Fluxo automatizado
3939,5bc1c495-f607-4477-9c20-d5efef797e8c,594120,Envio por Landing Page,Busca Orgânica,SMS Enviado,Mídia e Publicidade,Desempregado,Outras Cidades Metropolitanas,0.39115851513763344,39.12,0,0,Baixa,Fluxo automatizado
3940,95010e5f-4436-4403-965e-23919c864ddf,606126,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.3911264934639535,39.11,0,0,Baixa,Fluxo automatizado
3941,a9c7f60c-930b-4504-a092-ab3ae2dc4578,579978,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Desempregado,Mumbai,0.39084303779834834,39.08,0,1,Baixa,Fluxo automatizado
3942,624ac920-ca22-4efa-a2a7-1b14d3d062d1,612298,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.39059864873978223,39.06,0,0,Baixa,Fluxo automatizado
3943,cf30e72a-4d57-415c-8319-7fff109e9a5c,606905,Envio por Landing Page,Busca Orgânica,SMS Enviado,Viagens e Turismo,Desempregado,Outras Cidades,0.3905545142547298,39.06,0,0,Baixa,Fluxo automatizado
3944,da41d401-fdb5-4fb0-8f58-b390e68e1ebc,583508,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.39049385999028535,39.05,0,0,Baixa,Fluxo automatizado
3945,f7c18240-6eff-4401-879c-8f2c78285b24,646726,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.39005521127369014,39.01,0,1,Baixa,Fluxo automatizado
3946,04b725f2-13dc-4899-be67-93e6105edc15,586108,Envio por Landing Page,Busca Orgânica,SMS Enviado,Mídia e Publicidade,Desempregado,Outras Cidades Metropolitanas,0.39000331720940556,39.0,0,0,Baixa,Fluxo automatizado
3947,3cf6b6ee-055b-4dc7-ac36-3fd133e2f460,628986,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Viagens e Turismo,Desempregado,Mumbai,0.3899653494955579,39.0,0,0,Baixa,Fluxo automatizado
3948,44e97379-725d-4f90-835c-c77f657b202a,611910,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.38980475677104137,38.98,0,0,Baixa,Fluxo automatizado
3949,f05ba403-afef-4cf9-8962-4a5db3b1e744,592628,Envio por Landing Page,Google,E-mail Aberto,Administração de Empresas,Desempregado,Não informado,0.38963490459707245,38.96,0,1,Baixa,Fluxo automatizado
3950,91a67f17-6738-44ea-a552-57e7a353f2d3,645699,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Thane e Arredores,0.3893397695156721,38.93,0,0,Baixa,Fluxo automatizado
3951,f4c39bd8-50a5-464d-a518-b152a095fbfa,583473,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Outras Cidades,0.3891966655344627,38.92,0,0,Baixa,Fluxo automatizado
3952,54f11bec-4616-4d1f-9d6e-6d2839110aa5,607308,Envio por Landing Page,Tráfego Direto,SMS Enviado,Negócios Internacionais,Desempregado,Outras Cidades de Maharashtra,0.38919521403491103,38.92,0,0,Baixa,Fluxo automatizado
3953,e4374932-0142-4246-8777-5cc58e1380a4,601089,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.38915423674702304,38.92,0,0,Baixa,Fluxo automatizado
3954,1f58dc21-bb03-4b98-9c1f-795c03a3e568,592374,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.3890675686956873,38.91,0,0,Baixa,Fluxo automatizado
3955,46d627b3-eaed-4882-97b8-153cfaabccd2,596541,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.38896697346829867,38.9,0,1,Baixa,Fluxo automatizado
3956,f3c1ce2c-3f56-4e0c-bf97-5848b8e893c8,628419,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.38890674044727264,38.89,0,1,Baixa,Fluxo automatizado
3957,6dd8b04a-2e3e-43e1-8cab-22f6a4dd9f58,591786,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.388740664928421,38.87,0,1,Baixa,Fluxo automatizado
3958,7043c8fc-86d2-43a4-a6a3-32edcc60266b,593876,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.38864993946989423,38.86,0,1,Baixa,Fluxo automatizado
3959,749a4600-23fb-42dd-bbcc-dc1095ae3f1a,591485,Envio por Landing Page,Tráfego Direto,Convertido em Lead,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.3883491328023765,38.83,0,0,Baixa,Fluxo automatizado
3960,95f2be9b-1a85-4144-8411-4958dda0a3db,606186,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Outras Cidades de Maharashtra,0.3883266585968475,38.83,0,0,Baixa,Fluxo automatizado
3961,ffb5994d-2970-4e86-8ed7-d0c77fb5b6f0,581700,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.38824212246294976,38.82,0,0,Baixa,Fluxo automatizado
3962,e87cc09e-af9b-4223-bafd-3d33eebdaf0e,580670,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Outras Cidades Metropolitanas,0.38800502117042723,38.8,0,1,Baixa,Fluxo automatizado
3963,d383b928-43f4-4113-b397-2eca38701abf,586864,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.38797997245329796,38.8,0,0,Baixa,Fluxo automatizado
3964,e6da5e48-fd73-4f9a-ad72-b2cee4e4b24f,623366,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.38774765771231473,38.77,0,0,Baixa,Fluxo automatizado
3965,9c44ed14-53d1-4882-8152-f58e47f4d981,581167,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Outras Cidades de Maharashtra,0.38761538546160806,38.76,0,0,Baixa,Fluxo automatizado
3966,2c362f7f-8cd7-41e5-a5b4-64b7a75ffdde,593407,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.3874568981558118,38.75,0,0,Baixa,Fluxo automatizado
3967,2c363acb-cb34-48e4-aedf-5dcf3fac0e2d,600647,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Thane e Arredores,0.38742512911602245,38.74,0,0,Baixa,Fluxo automatizado
3968,d78cc8a4-3c6c-46df-a801-46533a39f8a1,623138,Envio por Landing Page,Tráfego Direto,SMS Enviado,Negócios Internacionais,Desempregado,Thane e Arredores,0.3873167332973187,38.73,0,1,Baixa,Fluxo automatizado
3969,4cf56ea6-778b-49f9-b131-6d1fc2a464c5,622950,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Desempregado,Outras Cidades,0.3871481768500249,38.71,0,1,Baixa,Fluxo automatizado
3970,cfc975f2-f4fe-41e1-9bd2-1350a389a904,614974,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Outras Cidades de Maharashtra,0.38710494005364593,38.71,0,1,Baixa,Fluxo automatizado
3971,620e6842-16c2-4e02-9580-eeca4c8de161,614259,Envio por Landing Page,Busca Orgânica,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.38702294666863574,38.7,0,1,Baixa,Fluxo automatizado
3972,724dceb8-a516-4ba1-a633-2e3db485ee63,615704,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Outras Cidades de Maharashtra,0.3869020890018222,38.69,0,1,Baixa,Fluxo automatizado
3973,4ba8a23f-ef1f-4e5c-8928-5a5174929419,613553,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Outras Cidades Metropolitanas,0.38667248530149423,38.67,0,0,Baixa,Fluxo automatizado
3974,9eb411af-db10-4286-b361-1a1c0081d9fb,599590,Envio por Landing Page,Busca Orgânica,SMS Enviado,E-commerce,Desempregado,Mumbai,0.386336456512449,38.63,0,0,Baixa,Fluxo automatizado
3975,4d6a313b-b16d-4615-832d-b9336e0d65e8,636367,Envio por Landing Page,Google,SMS Enviado,Não informado,Desempregado,Outras Cidades,0.3862578631089313,38.63,0,0,Baixa,Fluxo automatizado
3976,3db057d3-fbff-4fea-a895-ca062406aab6,599588,Envio por Landing Page,Google,SMS Enviado,Negócios Internacionais,Desempregado,Mumbai,0.38616946680188025,38.62,0,0,Baixa,Fluxo automatizado
3977,f632404d-dd5e-4025-bcdd-8ef15b287038,618845,API,Tráfego Direto,Convertido em Lead,Não informado,Desempregado,Não informado,0.3861406783143617,38.61,0,0,Baixa,Fluxo automatizado
3978,aa02cd65-92f9-447c-8cc2-44b7b6f817fe,595872,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Não informado,Thane e Arredores,0.3860539824194088,38.61,0,0,Baixa,Fluxo automatizado
3979,792ca159-5edb-4a1b-a11e-7bc120e76291,592321,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Não informado,0.38602108179539857,38.6,0,0,Baixa,Fluxo automatizado
3980,4c2aff97-1f6b-4a92-a4b6-366bb1bd2625,607626,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Outras Cidades Metropolitanas,0.3859960079558406,38.6,0,0,Baixa,Fluxo automatizado
3981,e2e8e1f7-9415-4b25-a448-f6582b43726a,596501,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.38596727475880016,38.6,0,0,Baixa,Fluxo automatizado
3982,d0b0f49e-f0b5-4630-8a25-d355c58272fd,586237,API,Busca Orgânica,E-mail Aberto,Não informado,Desempregado,Não informado,0.385692125752565,38.57,0,1,Baixa,Fluxo automatizado
3983,d1b95bcc-a247-41ab-8ef3-119790612538,600956,Envio por Landing Page,Tráfego Direto,SMS Enviado,Viagens e Turismo,Desempregado,Mumbai,0.38551796036167474,38.55,0,0,Baixa,Fluxo automatizado
3984,6be74234-525d-11e6-96be-22000aa8e760,654190,Importação de Lead,Facebook,Não informado,Não informado,Desempregado,Outras Cidades,0.3854275367155761,38.54,0,0,Baixa,Fluxo automatizado
3985,d27ecc9b-9176-47d5-a281-09a48af38749,630127,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.38539383183501913,38.54,0,1,Baixa,Fluxo automatizado
3986,34a8ad95-b6ea-45dd-abd4-3b7b97efec84,644211,Envio por Landing Page,Busca Orgânica,E-mail Aberto,Viagens e Turismo,Estudante,Mumbai,0.3852659057133958,38.53,0,1,Baixa,Fluxo automatizado
3987,c5ef3a51-c92a-474a-a33a-7df40e514b14,587886,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.38524601384863294,38.52,0,0,Baixa,Fluxo automatizado
3988,dcff3ee2-1519-4a58-81d7-cf130b358e55,609051,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3850345436290138,38.5,0,1,Baixa,Fluxo automatizado
3989,27c696af-d669-43dd-a43e-84e5b654ab37,591333,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Hospitalidade,Desempregado,Mumbai,0.3849359574738868,38.49,0,0,Baixa,Fluxo automatizado
3990,aa4f0ba5-5985-469f-8cd7-98f7b20d27ea,590059,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.38489254275803036,38.49,0,0,Baixa,Fluxo automatizado
3991,cd404868-c2dd-488d-9884-d8f130a30b49,600689,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.3848546663429073,38.49,0,1,Baixa,Fluxo automatizado
3992,a112c57b-d54b-44ec-9287-d10217bc9cda,596519,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão da Cadeia de Suprimentos,Desempregado,Outras Cidades,0.38479253220571025,38.48,0,0,Baixa,Fluxo automatizado
3993,979c920c-0bb6-4395-b64d-a50577d9767a,599958,Envio por Landing Page,Tráfego Direto,SMS Enviado,Negócios Internacionais,Desempregado,Thane e Arredores,0.3847822301817702,38.48,0,0,Baixa,Fluxo automatizado
3994,a7a319ea-b6ae-4c6b-afc5-183b933d10b5,592783,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Operações,Desempregado,Thane e Arredores,0.38459043237438345,38.46,0,0,Baixa,Fluxo automatizado
3995,2e4a3b72-9aff-4050-98cf-93235b411f49,597627,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Outras Cidades Metropolitanas,0.3845655961617399,38.46,0,0,Baixa,Fluxo automatizado
3996,f4063a0a-650f-43e9-b45f-b3eb6f1c12a7,609557,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.38455812622432084,38.46,0,0,Baixa,Fluxo automatizado
3997,c29d3da2-b329-47a7-b361-74ddd4f02cea,610126,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Thane e Arredores,0.3845505376501099,38.46,0,1,Baixa,Fluxo automatizado
3998,5ea0f7ef-feee-4322-b320-3fb0c3d849c8,580581,API,Chat Olark,Link do E-mail Clicado,Gestão em Saúde,Estudante,Não informado,0.3844373916228871,38.44,0,0,Baixa,Fluxo automatizado
3999,34cec34e-dc3c-45e8-b7ae-01b880335224,631984,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades de Maharashtra,0.3844216789803735,38.44,0,0,Baixa,Fluxo automatizado
4000,b71f767e-6aa0-4d7f-9739-78d3ad6bc929,628453,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.3842638709914901,38.43,0,1,Baixa,Fluxo automatizado
4001,7ce54a4a-b032-48e3-bc1b-dfb974590724,626187,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades,0.38404512071546193,38.4,0,0,Baixa,Fluxo automatizado
4002,1e0b82f2-619f-408c-8036-b54b116d0d02,604204,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão em Saúde,Desempregado,Cidades Tier II,0.38378633478959434,38.38,0,0,Baixa,Fluxo automatizado
4003,3838e7d2-83e7-43ff-9368-5190b2bffe2e,619819,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.38357850303616897,38.36,0,0,Baixa,Fluxo automatizado
4004,bba74319-eb8b-4eff-8d8e-70043b97fb00,598402,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão de Operações,Outro,Outras Cidades Metropolitanas,0.3835172596752194,38.35,0,1,Baixa,Fluxo automatizado
4005,20f04cee-213e-4850-95cb-188c45e3340f,591204,Envio por Landing Page,Busca Orgânica,SMS Enviado,Negócios Internacionais,Desempregado,Mumbai,0.38343773311283164,38.34,0,0,Baixa,Fluxo automatizado
4006,97a7ab58-d7ce-4686-ab2f-ca95f327ea4b,657045,API,Google,Conversa no Chat Olark,Gestão Financeira,Desempregado,Mumbai,0.3834095711588181,38.34,0,1,Baixa,Fluxo automatizado
4007,e0508b62-7b1e-4c23-a30e-60d239b2766b,611201,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades de Maharashtra,0.3833098246218781,38.33,0,0,Baixa,Fluxo automatizado
4008,349dbfe1-a828-4105-80b3-ca0505f5f403,593438,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Outras Cidades Metropolitanas,0.383299095413805,38.33,0,0,Baixa,Fluxo automatizado
4009,38532617-2d8d-4f69-84d6-787d1cf44ad4,645035,API,Google,E-mail Aberto,"Bancos, Investimentos e Seguros",Desempregado,Thane e Arredores,0.3831536516098971,38.32,0,0,Baixa,Fluxo automatizado
4010,f2a9a9ab-0f96-4b86-a8d4-0975582bd3f1,588696,API,Google,Convertido em Lead,Não informado,Desempregado,Não informado,0.3831184354336119,38.31,0,0,Baixa,Fluxo automatizado
4011,6336e059-5477-4792-93ed-3b844415f662,597984,Envio por Landing Page,Busca Orgânica,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.3831109337126432,38.31,0,0,Baixa,Fluxo automatizado
4012,c2c05e3a-7db3-4f6d-9d2f-3acb76e81cb4,583036,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Outras Cidades,0.38301588930829294,38.3,0,0,Baixa,Fluxo automatizado
4013,2ec14c5d-8035-4a3c-9f00-b7ec4844d231,601352,API,Tráfego Direto,E-mail Aberto,Não informado,Desempregado,Outras Cidades,0.3829673627975209,38.3,0,1,Baixa,Fluxo automatizado
4014,a178c356-53a5-47a4-ae6d-dd9c53bba839,647504,Envio por Landing Page,Busca Orgânica,Conversa no Chat Olark,Viagens e Turismo,Desempregado,Outras Cidades,0.3829041507944014,38.29,0,0,Baixa,Fluxo automatizado
4015,23f71182-28a8-4b4c-a836-8d45d12f705d,604174,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Operações,Desempregado,Cidades Tier II,0.38288238364026134,38.29,0,0,Baixa,Fluxo automatizado
4016,92ea5f15-efc5-4700-84a4-a35230a1317f,590917,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Thane e Arredores,0.38287831375886205,38.29,0,0,Baixa,Fluxo automatizado
4017,8f8e3170-51e1-4e03-8375-979396811736,595777,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades de Maharashtra,0.3827939012025957,38.28,0,1,Baixa,Fluxo automatizado
4018,e72fabfe-ba0e-48d1-95fc-557e54d3e66d,636898,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Não informado,0.38277047481567517,38.28,0,1,Baixa,Fluxo automatizado
4019,725a21be-e06a-4749-a767-c1bb62275f83,604600,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Gestão Financeira,Desempregado,Mumbai,0.3825408199528171,38.25,0,0,Baixa,Fluxo automatizado
4020,8b2891a1-4d88-4a7b-99e7-e3c8ceb053eb,635315,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Cidades Tier II,0.3822225219462909,38.22,0,1,Baixa,Fluxo automatizado
4021,064154e9-6e99-47fc-aa0c-c24462169fcf,657225,Envio por Landing Page,Google,Página Visitada no Site,"Bancos, Investimentos e Seguros",Desempregado,Thane e Arredores,0.38220141578002903,38.22,0,1,Baixa,Fluxo automatizado
4022,31c3877c-b41e-44aa-a9b2-9e56c788c87b,635601,Envio por Landing Page,Google,E-mail Aberto,Gestão de Marketing,Estudante,Mumbai,0.38204724363369374,38.2,0,0,Baixa,Fluxo automatizado
4023,edbd8e4a-ac37-40a3-9ce7-1af0730733b5,620185,API,Google,E-mail Aberto,Negócios Internacionais,Desempregado,Outras Cidades de Maharashtra,0.3819747016307249,38.2,0,1,Baixa,Fluxo automatizado
4024,76b36b1f-59b4-4a21-8a00-84a8b0db1ada,630386,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão em Saúde,Desempregado,Mumbai,0.38185122675601135,38.19,0,0,Baixa,Fluxo automatizado
4025,3015dffa-9789-4b07-b8e0-eea070c367f2,627972,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.3815843422660038,38.16,0,1,Baixa,Fluxo automatizado
4026,04e2745c-e26b-4941-9f07-c026b3e7e2c3,582213,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.3815527348181499,38.16,0,0,Baixa,Fluxo automatizado
4027,7f3192d6-67d9-4659-a29d-f92a77538c71,649656,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.3814565941754673,38.15,0,0,Baixa,Fluxo automatizado
4028,5da47e40-3b03-4ea1-bbd1-f09bcecee75f,632928,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Thane e Arredores,0.3814449834343688,38.14,0,1,Baixa,Fluxo automatizado
4029,6fdf9684-2da4-4b40-9346-5b5009c820fc,586022,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.3813340918452169,38.13,0,0,Baixa,Fluxo automatizado
4030,724505f9-29e8-4bda-a87c-eb363c662867,604407,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.3810427967385309,38.1,0,0,Baixa,Fluxo automatizado
4031,e8eb5da2-cd14-4487-b91c-bdb4b1d98000,585585,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.3808368669751377,38.08,0,0,Baixa,Fluxo automatizado
4032,8f5adb40-86f7-4168-b239-f672ae233a70,585457,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão em Saúde,Desempregado,Outras Cidades,0.3807756801855765,38.08,0,0,Baixa,Fluxo automatizado
4033,975cf98a-9688-4165-b22b-dff911e160bf,643233,API,Chat Olark,E-mail Aberto,Gestão de Operações,Desempregado,Outras Cidades de Maharashtra,0.38076299297165944,38.08,0,1,Baixa,Fluxo automatizado
